#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2017-05-29 12:52:19"
#data_read_from_db	"2018-08-23 11:02:46"
#database_id	48
#datapoints_in_db	249345
#database_reference_id	0
#integrated_value	0.018	6.3
#sample_label	"iri_flake_paper"
#sample_name	"Iridescent_flake_paper"
#lamp	"Halogen_12V"
#beamshape	"det,f=300,a=1"
#filterlamp	"IRcutoff"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: do_meas_batch.c,v 1.34 2014/02/05 12:16:00 apian Exp apian $daq serial[0]="007" (channel minimum)|autochanger5 place=1|optfile=epfl-ultrafine|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.11 2017/05/26 15:43:23 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=4 poweron=516 [h] last_change=63 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	30	0
#intheta	30
#inphi	0
#front_integral	0.0175
#incident_and_front_integral	30	0	0.0175
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	249290
#format: theta	phi	[uA]
13.2746  175.844  0.0598209
13.3368  177.257  0.060034
22.2257  178.353  0.0579517
22.2837  178.378  0.0622666
18.578  177.411  0.0565841
18.0748  179.315  0.0556172
14.4445  177.45  0.0522869
8.69384  171.879  0.0550834
11.1286  172.288  0.0526859
13.0814  176.494  0.053055
14.651  177.455  0.0625406
52.5629  1.23759  0.00265022
73.3391  178.764  0.00878636
17.278  7.96216  0.0256226
17.1246  23.2335  0.0354733
18.9802  15.2755  0.0339211
28.3789  4.65308  0.0306335
33.7098  4.47921  0.025475
33.654  4.46583  0.0268974
25.3143  4.10102  0.0269209
24.0468  5.33358  0.0299507
18.7217  178.756  0.02701
20.5031  1.18139  0.0296363
23.4168  1.59802  0.0299863
26.4125  4.14445  0.025472
35.7481  4.25305  0.0265823
31.6559  2.60391  0.027676
30.0296  3.09628  0.0285196
34.1345  3.11175  0.0306598
38.3496  3.82004  0.0294213
43.7421  4.18564  0.0290576
44.4254  4.70782  0.0302112
48.9221  4.86855  0.031426
44.8441  4.80645  0.030327
34.9877  3.90903  0.0328471
34.9315  3.89519  0.0305424
34.6812  6.47027  0.0302543
34.1814  6.06375  0.032121
36.1432  7.31666  0.0322875
47.5352  7.18427  0.0298099
39.1008  9.10066  0.0307436
41.816  7.2062  0.0297014
46.441  4.51914  0.0283383
50.4355  3.5562  0.0267633
50.3799  3.54068  0.0283031
38.7329  4.57128  0.0305848
37.1356  4.20444  0.0292211
39.31  4.30532  0.0314902
40.9097  4.26934  0.0360801
43.6404  3.83119  0.0345102
49.1399  2.4962  0.033008
50.4531  2.65143  0.0349218
56.5767  2.35165  0.0375219
42.0772  0.459566  0.0367813
42.0201  0.457558  0.0319171
37.1195  179.405  0.0373024
32.8396  2.59761  0.0367071
38.8955  10.9001  0.0300506
54.4805  7.5155  0.0272922
41.9156  7.33979  0.0320497
28.5258  9.08659  0.0334312
26.7336  6.33694  0.0348684
31.656  3.00818  0.0324041
35.9867  4.18456  0.0323333
41.4673  2.38622  0.0345583
47.1942  1.60072  0.0326162
47.1371  1.59238  0.033575
29.8364  3.77916  0.0370585
27.7807  6.73285  0.0389754
36.1999  4.18678  0.037453
61.5685  4.1266  0.0435024
23.0899  15.1589  0.0410822
24.0285  14.2326  0.0862029
32.5065  12.1892  0.112609
32.4609  12.1234  0.0919065
19.781  20.1805  0.0746915
11.2414  41.643  0.0743669
8.35825  85.2854  0.0718421
9.57639  53.8286  0.0669131
6.9247  109.187  0.0622521
1.63937  115.169  0.065063
3.24582  129.423  0.0664489
2.39939  33.1213  0.0652772
14.1339  13.4601  0.0636649
14.1804  13.3197  0.064627
5.16077  31.5787  0.0680759
1.81348  179.492  0.0663359
1.96722  140.538  0.0650866
4.04114  156.461  0.0626295
7.22181  166.09  0.0660721
10.2181  176.216  0.0630627
14.9057  2.96415  0.0589429
42.3152  2.4592  0.0589079
12.7448  178.614  0.0627558
12.8026  178.631  0.0636696
23.1867  179.798  0.0650373
34.3684  1.03546  0.061372
21.9929  0.129852  0.0599509
14.369  8.24615  0.0539028
7.69427  6.43537  0.053144
9.55384  176.163  0.0531267
12.1452  177.206  0.0540341
11.5043  1.52968  0.0561267
10.8953  3.71053  0.0533651
10.9527  3.66068  0.0537573
12.02  4.62464  0.0513922
26.4428  1.77482  0.0620109
31.4676  179.964  0.0634189
26.4131  0.771886  0.0676402
14.0953  179.485  0.0643403
13.2758  178.985  0.0635604
16.6744  176.419  0.0614042
16.7107  177.027  0.0598191
15.0083  176.03  0.0574392
15.0651  176.081  0.0644712
11.6079  179.77  0.0588513
15.4202  177.889  0.0572831
23.3614  0.331386  0.0623868
16.8144  178.434  0.0607978
12.7978  175.372  0.0617628
11.4091  172.772  0.0620165
13.9022  176.447  0.0626772
15.7933  177.094  0.0606683
14.3966  0.385897  0.0562279
14.455  0.380527  0.052214
13.3455  176.409  0.054237
11.3791  174.004  0.0654516
15.2356  178.642  0.0615881
40.7493  0.104857  0.0636308
23.4138  179.488  0.0613941
21.735  179.192  0.0617885
15.7019  1.3155  0.062166
15.8618  0.132257  0.0624714
20.2663  0.583678  0.0641383
20.3248  0.575583  0.0629732
17.5612  178.76  0.055658
18.1912  178.133  0.0569029
14.4361  178.314  0.0557215
17.3582  175.913  0.0569827
18.333  177.444  0.0557708
14.2929  175.524  0.0599187
16.4934  178.591  0.0597334
11.1597  176.351  0.0588862
23.6259  179.289  0.058534
23.6844  179.299  0.0576934
16.3287  177.475  0.054769
22.634  179.075  0.0462239
13.3654  178.442  0.0466976
14.4001  0.910508  0.0475905
8.35752  178.472  0.0472792
13.9719  178.705  0.0508538
13.3255  179.323  0.0643321
52.6272  178.362  0.00111154
77.7882  178.727  0.00868578
13.0546  117.714  0.0271296
17.3407  3.93045  0.036172
17.0164  3.82771  0.0341184
28.3403  6.55316  0.0305322
28.2847  6.53592  0.0240846
30.2937  7.28795  0.0258473
29.0248  9.61844  0.0270255
26.882  11.2298  0.0281863
23.2353  13.5267  0.0306447
21.5277  9.09244  0.0292824
33.2511  2.58746  0.0270553
33.1948  2.57929  0.0259219
35.0085  4.2238  0.0298858
34.7838  3.7782  0.0287664
36.4499  4.53235  0.0306107
41.2549  4.89761  0.0293001
37.0029  4.72621  0.0316285
37.3964  4.30074  0.031424
36.1727  4.81378  0.033441
36.1169  4.79652  0.03269
34.495  6.01874  0.0304542
33.5057  6.38565  0.0317244
33.1701  7.34851  0.0289165
35.7666  8.2653  0.0267456
31.1657  10.8359  0.0289445
46.034  5.87931  0.0291447
40.2149  5.4361  0.027449
34.5782  5.31424  0.0315233
39.2235  4.44198  0.0294759
42.7461  4.36216  0.0339038
53.3505  3.84201  0.0315123
50.7569  2.86872  0.034116
48.5024  2.15249  0.0378013
52.2548  1.95859  0.0368126
37.2725  1.13134  0.0333877
37.2155  1.12663  0.0326301
33.6196  0.568123  0.0354278
35.7553  2.67377  0.0353872
32.3175  5.91592  0.0326298
76.0606  2.39619  0.034166
47.4751  6.27067  0.0352128
19.5626  16.9944  0.0310457
22.8378  14.7166  0.0322194
22.7845  14.6622  0.0319891
48.6389  9.41974  0.0311645
33.505  9.48622  0.0328137
27.0365  8.29805  0.0317094
25.0469  3.08585  0.0326069
26.6227  1.4827  0.031897
32.905  2.39739  0.0323333
47.112  1.59357  0.0325907
31.345  178.667  0.031589
31.2876  178.673  0.0327672
32.1412  0.827236  0.0361676
33.6365  2.78938  0.0380697
37.7911  1.84445  0.0362343
45.9649  2.91851  0.0405171
26.2485  1.66573  0.0386257
13.4021  172.789  0.0799343
11.6987  155.896  0.109801
20.0615  4.53212  0.0919065
20.0042  4.51473  0.0844237
10.0309  151.443  0.0806208
13.2134  0.117852  0.0789435
11.0409  14.6439  0.0791528
5.42777  53.9052  0.0746239
6.61542  64.2236  0.0694771
4.32069  126.6  0.0609445
3.80971  95.4183  0.0614915
2.70139  109.891  0.0597297
11.5642  3.42213  0.0578135
11.6214  3.38144  0.0595193
10.7512  13.4229  0.0648695
3.27746  159.008  0.0651889
4.81861  140.341  0.0660065
5.46895  138.46  0.0643172
9.87365  156.583  0.0667966
6.43559  153.414  0.0643203
24.092  178.178  0.0626843
9.59784  164.231  0.0651073
7.99613  166.228  0.0626554
8.04733  166.423  0.0632625
15.2945  175.82  0.0611388
9.75766  170.178  0.0649182
11.6616  176.884  0.0615604
23.2543  178.271  0.0575278
8.64836  176.203  0.0611801
14.0767  173.942  0.06043
14.4778  175.572  0.0625328
12.1376  173.173  0.06459
15.3405  1.03717  0.0594439
15.3986  1.02479  0.0591823
16.7571  0.231144  0.0651225
24.7719  179.036  0.059883
17.1511  175.837  0.0601861
34.1808  178.22  0.0629052
12.6509  177.635  0.0634177
18.9045  178.657  0.0608866
17.5058  176.786  0.0560391
17.5514  174.399  0.061909
15.8636  174.967  0.0621651
15.9192  175.03  0.0607169
12.8383  175.122  0.0582562
15.8327  175.526  0.0593785
17.7663  176.21  0.059081
17.4519  173.558  0.0629481
14.8845  170.417  0.0615576
13.1457  170.143  0.0590411
14.674  172.52  0.061989
15.2155  174.4  0.0564265
15.4673  177.104  0.0556575
15.5248  177.144  0.0540398
14.1354  175.23  0.0538426
12.1013  170.09  0.0673922
13.5067  175.762  0.0645278
23.1205  178.886  0.0652976
26.343  179.153  0.0633149
28.6094  178.922  0.0615852
31.8523  179.337  0.0600283
21.1463  179.849  0.0640384
17.3203  177.541  0.0626735
17.3778  177.576  0.0626145
18.0861  176.837  0.0585461
15.7951  176.948  0.0597087
19.1166  177.39  0.0568427
17.6483  177.126  0.0580017
19.659  179.275  0.0587866
15.0744  179.003  0.0590383
22.6409  0.207286  0.057228
14.451  0.509355  0.0610412
15.7483  177.971  0.0529856
15.8063  178.003  0.0520462
20.4172  0.699483  0.047347
11.0606  178.455  0.0430047
9.95791  2.10818  0.0457586
9.30083  2.81002  0.0459482
12.9922  1.74937  0.0463945
19.8588  179.385  0.0458512
10.2129  177.623  0.0659136
35.4787  174.549  0.00182959
46.3941  178.153  0.013614
77.8721  178.686  0.0308467
81.4818  178.744  0.0301435
12.4356  79.5894  0.0348745
68.8225  2.99512  0.0345129
68.577  3.42454  0.0303294
68.5223  3.41061  0.0265674
25.4883  14.0109  0.0224762
21.3378  18.5162  0.0248296
28.2077  13.1698  0.0281863
21.3122  15.0456  0.0316531
30.0696  8.59476  0.0262098
27.0977  7.80592  0.0259568
37.4379  4.1963  0.0277893
37.3821  4.1821  0.0266442
31.9518  3.39063  0.0251091
34.1906  4.8128  0.0269036
34.8722  5.54732  0.0284508
35.3051  4.47157  0.0276332
41.2999  4.9279  0.0300114
36.7384  4.09067  0.0289964
41.8315  3.75308  0.0289308
35.0771  3.87877  0.0308671
35.0209  3.86523  0.0316591
36.2749  5.33453  0.0319742
50.1029  4.5266  0.0287548
41.4126  5.11166  0.0291461
34.269  7.18457  0.0284201
30.3878  8.80921  0.0282448
31.1669  9.66048  0.0334639
37.3396  8.3952  0.0352934
41.5436  6.63914  0.0303867
42.6674  5.63077  0.0299878
42.6128  5.60745  0.0319849
35.7934  6.69091  0.0307225
35.7659  6.1999  0.0303823
36.5453  4.28548  0.0289723
48.664  3.46325  0.0315297
48.7128  3.08769  0.0321119
46.8056  2.65855  0.0313964
40.631  0.758618  0.0358743
52.1409  1.99516  0.031948
36.7614  0.902105  0.032019
36.7043  0.898368  0.0326653
33.7165  0.166628  0.0333566
31.2232  2.83388  0.0341775
34.73  3.67784  0.031393
34.6128  7.34846  0.0294267
45.7528  4.22133  0.0324093
57.4255  3.6736  0.0313033
44.1081  9.04068  0.0298877
34.0592  10.6069  0.0311282
20.7194  21.4865  0.0309688
16.9302  28.3835  0.0281295
22.1076  11.0281  0.0288004
22.7645  10.4251  0.0315056
25.3672  6.03928  0.0295645
27.8209  1.22995  0.0325402
25.5252  1.49889  0.0321562
28.9172  0.931927  0.0330271
28.9281  177.917  0.0342818
28.8709  177.926  0.0343828
31.1259  0.165342  0.0361676
33.1486  3.77809  0.0351513
49.9002  3.85961  0.0315627
35.7109  3.54696  0.0362965
28.0685  3.90314  0.0369088
14.562  5.69388  0.0870985
10.7074  145.51  0.11319
11.0923  136.049  0.0973328
11.0923  136.049  0.0875689
9.54724  23.667  0.0763144
10.3327  168.39  0.0773983
9.3516  179.922  0.0758927
5.27529  44.6487  0.0745263
5.39365  67.5168  0.0726463
1.95084  93.2081  0.065661
2.79085  16.603  0.0652776
1.28115  174.731  0.0614138
2.41873  169.551  0.0611293
2.47488  169.864  0.0592189
0.317135  178.485  0.0640778
8.38986  12.5541  0.0583335
0.117034  56.5322  0.0583122
6.49434  176.529  0.0631027
6.00472  158.682  0.062329
19.3316  177.591  0.0638275
7.91272  171.62  0.0647008
5.8792  171.893  0.0622617
7.70841  169.734  0.0628562
7.76268  169.885  0.060718
9.05145  171.693  0.0618385
7.46327  172.584  0.0624865
8.57242  169.417  0.0612586
8.55761  160.931  0.060467
21.0504  172.633  0.0643751
18.6036  172.358  0.0680717
24.7274  176.172  0.0642528
14.472  173.329  0.0675211
24.3877  176.523  0.0663786
24.4439  176.559  0.0599813
16.4789  175.491  0.0584978
17.0561  175.733  0.0577614
14.9189  172.344  0.0557136
26.3381  176.491  0.0562424
13.0481  171.904  0.0606809
14.9369  173.703  0.0577281
15.8553  174.506  0.0592184
18.286  176.16  0.062108
14.0308  174.79  0.0609836
14.0867  174.857  0.0608132
14.6342  174.956  0.06024
16.9132  173.631  0.0620725
18.9965  176.33  0.06311
15.4101  173.391  0.068296
15.947  171.459  0.0635074
14.8137  169.703  0.0616198
14.17  171.218  0.0616842
15.3122  175.362  0.0563272
14.7835  173.039  0.0571766
14.8367  173.133  0.0570967
13.9435  171.503  0.0559298
13.9989  168.836  0.0646292
22.6004  175.542  0.0633183
51.6753  178.367  0.0634224
27.4202  176.302  0.0615963
15.9056  174.798  0.0581633
13.4289  173.013  0.0577888
14.5156  174.297  0.0592441
17.8389  175.178  0.0617743
17.8935  175.246  0.0628138
18.4293  174.914  0.0561686
15.925  174.316  0.0599005
12.8609  173.661  0.058817
21.6106  176.877  0.06159
20.6086  177.376  0.0612997
15.7407  177.02  0.0588426
23.0314  179.469  0.0548228
14.0445  176.153  0.0575149
23.6102  178.215  0.0487486
23.6678  178.241  0.0497268
21.4112  178.674  0.0460197
14.2012  178.259  0.0413079
9.38527  176.643  0.0400716
11.0848  178.759  0.0458047
21.0314  178.82  0.0427496
15.4567  179.088  0.0635359
25.9027  178.866  0.0439537
44.6674  177.672  0.00408631
77.3327  178.548  0.022163
12.9958  105.66  0.0355685
8.56582  67.4605  0.0361611
78.0857  178.662  0.0358939
21.4191  6.55848  0.0309376
21.3631  6.5455  0.023886
21.3091  6.71674  0.026189
20.4795  179.802  0.0299507
25.0853  3.191  0.026526
27.3791  4.84543  0.0262696
32.3501  1.96532  0.0285233
36.0067  6.40252  0.0287664
36.0835  5.36847  0.0277383
36.6951  5.38012  0.0276001
37.4609  5.6343  0.0271554
34.006  6.3508  0.0273554
32.1666  6.55479  0.0262361
29.8689  8.03855  0.0266456
30.5462  7.27006  0.0320777
39.1052  7.93382  0.0313622
35.3866  7.86959  0.0320688
38.6416  6.57133  0.0287708
43.2276  4.79929  0.0327497
45.8881  4.85684  0.031912
49.9315  3.87367  0.0329113
46.5255  2.14462  0.0305905
39.7761  179.656  0.033846
49.7411  2.54409  0.0323594
34.5966  1.3553  0.0294727
34.5396  1.34978  0.032764
32.5638  1.55397  0.034575
30.1597  1.44867  0.034478
34.9177  2.56944  0.030457
32.5508  5.78764  0.031288
35.9371  3.83315  0.0301666
32.729  7.99403  0.0305831
40.1512  9.21153  0.0288351
31.494  11.1296  0.0311282
34.5569  12.9901  0.0299486
20.8173  7.01405  0.0301809
26.1134  4.45633  0.0308829
26.1272  0.208469  0.0344022
26.2283  1.95468  0.0326747
26.8856  1.36849  0.0338488
28.6559  179.639  0.0354935
28.5984  179.641  0.0375534
36.8543  1.46115  0.0373782
34.1879  3.81963  0.038271
49.2724  3.95899  0.0348125
34.1508  3.04109  0.040723
21.6172  4.34453  0.0406456
14.406  11.1738  0.087994
14.5189  10.7782  0.110866
11.9245  179.854  0.0975301
11.8092  179.855  0.0868809
11.3576  8.41325  0.0768986
10.2064  41.4673  0.0779831
9.33456  39.2749  0.0744287
6.09895  155.746  0.0728444
6.45983  34.3003  0.0702972
0.626826  67.8047  0.0673237
0.852487  146.216  0.0684901
0.510907  107.892  0.0662478
4.59163  161.565  0.0622996
4.64241  161.908  0.0592189
1.00833  59.7342  0.0633851
3.53624  34.5555  0.064575
3.54867  26.7673  0.0623211
4.8676  17.2652  0.0594593
6.7085  0.0713065  0.0655752
37.2631  3.91864  0.0619568
5.15663  176.737  0.0634812
3.47412  163.549  0.0614506
3.52714  163.929  0.0622752
16.7615  179.672  0.0570539
8.41818  169.438  0.0597393
5.3143  174.415  0.0640063
8.27232  167.411  0.0631699
9.03196  164.361  0.0625244
10.5508  169.091  0.0668631
14.378  172.904  0.0686513
23.9803  177.14  0.0708902
14.9132  176.662  0.0662189
14.9704  176.702  0.0666643
12.5639  173.548  0.061779
14.6367  174.717  0.0629143
15.7378  175.893  0.0624087
15.0072  175.781  0.0582548
16.7357  176.123  0.0566524
11.4063  173.444  0.0623263
14.2317  174.324  0.0589204
14.4858  176.071  0.0584059
13.5365  175.686  0.0592114
13.5932  175.742  0.0594083
31.1388  178.403  0.0627385
14.9394  175.252  0.0626205
23.1183  178.363  0.062272
22.7932  177.773  0.0645563
18.0172  177.167  0.0691924
18.3504  176.123  0.0642258
16.6181  176.677  0.0633058
15.5203  175.613  0.0610747
15.2093  175.054  0.0603
15.2649  175.121  0.0605188
12.4689  173.713  0.0572939
11.9343  172.023  0.0586742
16.4397  172.234  0.0643251
37.5044  176.973  0.0607138
51.7054  178.038  0.0630116
41.3552  178.211  0.0635363
14.8129  175.568  0.0662392
19.1878  178.13  0.0593158
19.493  176.813  0.0620408
19.5496  176.858  0.0606753
20.8831  176.867  0.0574319
18.9474  176.605  0.0556658
16.42  176.687  0.0583716
18.9085  177.973  0.0606513
19.1164  176.133  0.0613831
20.5207  175.752  0.0615818
17.5587  174.732  0.056326
15.7949  175.464  0.0576128
18.2519  174.874  0.0575149
25.606  177.001  0.0516741
25.6614  177.045  0.0469032
21.0078  176.519  0.0471428
13.0987  173.649  0.0450009
11.7564  170.436  0.0416226
10.7879  171.092  0.0444285
13.0956  175.465  0.0445505
14.3234  176.69  0.0643321
54.877  1.41656  0.00531725
14.3784  5.79439  0.0281976
12.5438  74.351  0.0392856
12.4091  78.7571  0.0364618
23.0309  6.78722  0.0260709
22.9751  6.77259  0.0255743
19.6266  163.27  0.0253524
21.4352  173.379  0.0339697
22.0075  169.142  0.0316531
26.1486  178.612  0.0263738
29.433  1.65053  0.0253775
45.8961  5.19401  0.029705
42.5202  4.58886  0.0305264
37.0457  4.57363  0.0306691
36.99  4.55705  0.0295611
37.1722  3.77525  0.0270554
39.8858  4.45196  0.0292774
35.0343  5.40963  0.0318831
32.4142  3.32431  0.0293136
30.4544  3.89681  0.0309886
29.66  6.06848  0.0303945
30.4386  8.60578  0.0325718
31.1436  7.28014  0.0326304
31.3797  8.11077  0.0312761
34.5017  4.23716  0.030483
36.696  3.43153  0.0294058
43.1756  2.97914  0.0321119
41.5742  2.8122  0.0303891
51.472  0.988926  0.0331361
40.4261  178.878  0.0339755
47.0149  0.930748  0.033182
46.958  0.926545  0.0311023
42.7751  0.0583096  0.0349345
33.1562  178.532  0.0371132
31.0801  177.987  0.0372832
27.0198  178.371  0.030663
33.0105  179.713  0.0310841
40.8132  0.958531  0.0323166
74.8567  1.57441  0.0295406
24.0624  3.74961  0.0291275
24.0055  3.7361  0.0285491
25.4927  8.34558  0.0308668
25.2679  11.4128  0.0343573
23.1475  9.71447  0.0325246
27.6283  6.23663  0.0323027
29.101  4.69259  0.0349194
26.334  3.54007  0.036097
29.0079  3.18715  0.0337461
34.1847  4.12588  0.0344837
34.1283  4.10635  0.0376524
44.4962  2.40368  0.0408633
43.8505  4.09505  0.0401831
46.2692  3.60343  0.0403981
42.7824  3.45005  0.0485466
22.9701  6.33255  0.0386257
17.019  17.8835  0.0923721
14.84  18.6083  0.110963
14.7997  9.57267  0.0914132
14.7425  9.54524  0.0846203
12.94  37.8683  0.0726141
10.2526  55.6083  0.0749614
8.72612  73.2104  0.0724766
4.68676  167.204  0.071854
6.48183  89.9878  0.0702972
1.30671  93.9713  0.0694621
1.95054  95.3584  0.0692407
0.756922  137.227  0.0649327
0.712718  134.294  0.0658999
4.63908  176.745  0.0618228
3.45264  164.433  0.0674021
5.24  22.2657  0.0643704
5.10734  38.1523  0.0627323
5.72663  19.5998  0.0613822
11.7376  11.5871  0.0622242
10.6172  18.5849  0.0599822
29.8312  5.69121  0.0615503
7.32126  5.85595  0.0572338
7.37805  5.76654  0.0601121
15.3415  179.806  0.0576402
22.4464  3.37741  0.0609667
6.41833  2.40141  0.0624657
6.68017  177.676  0.0635722
8.7073  165.451  0.0600751
11.9008  172.028  0.0661046
12.9372  175.331  0.0685547
12.9329  176.19  0.068721
17.5398  176.585  0.06459
17.5966  176.624  0.0652285
12.4096  175.977  0.0604806
16.1315  176.463  0.0624124
16.3379  177.991  0.0605902
14.9022  176.666  0.0597795
18.7466  178.634  0.0599326
12.9911  176.427  0.0629433
13.4773  175.85  0.0579268
15.3642  177.621  0.0599993
15.6882  175.687  0.0614759
15.7445  175.74  0.0613774
17.7074  178.538  0.0632198
18.0007  179.016  0.064505
22.0212  179.017  0.0664396
20.8821  178.263  0.0647629
15.9989  179.316  0.066304
22.5986  0.24129  0.0601208
27.1721  179.928  0.0636034
26.0754  178.447  0.0620905
19.7933  176.701  0.0612932
19.8499  176.743  0.0641649
12.2458  171.74  0.0615341
16.4457  174.642  0.0601989
10.8467  168.527  0.0629059
23.336  177.176  0.0598804
27.4593  177.373  0.0636182
29.5188  177.957  0.0611598
11.0479  176.535  0.0661405
14.6032  179.752  0.059344
15.1251  175.236  0.0634727
15.1807  175.306  0.0562359
23.1257  178.348  0.0548613
29.0898  178.546  0.0514917
28.4463  178.984  0.0572884
14.8792  176.707  0.0603456
18.1649  177.004  0.0626244
20.6269  176.873  0.0624623
19.4252  176.543  0.0551235
17.2499  178.22  0.059278
15.1459  175.305  0.0542661
15.2011  175.381  0.0550715
29.5403  177.872  0.0582718
29.07  178.032  0.0519875
13.1317  174.53  0.0529966
12.6117  172.125  0.0536464
11.8304  172.816  0.0490487
12.8385  175.868  0.0484526
55.0134  2.06929  0.00459921
15.7406  24.6714  0.0229676
16.1327  10.707  0.0348652
13.6149  51.5671  0.0385665
15.1292  161.346  0.0373736
15.6809  178.041  0.0289103
16.2554  168.639  0.0293158
19.2426  1.87382  0.0231565
21.8171  176.584  0.0323033
22.3036  0.304104  0.0358883
37.0227  3.28131  0.0340581
38.5252  2.04303  0.0305264
36.6269  2.39082  0.0288871
36.5705  2.38218  0.0301562
36.8958  3.46447  0.0279551
38.3727  3.72185  0.0321098
37.7791  3.85834  0.0319842
33.7612  2.38314  0.0304056
31.5788  3.62669  0.0303945
31.0856  5.9117  0.032471
30.0337  6.62481  0.0301916
29.03  5.60449  0.0316616
39.1271  4.4807  0.0336544
34.528  4.05882  0.0293212
32.2019  1.55865  0.0285694
37.9531  1.63788  0.0320404
39.5543  1.38622  0.0308128
50.9351  0.765094  0.0311949
52.8419  179.974  0.0317162
44.6353  179.164  0.0329623
44.4132  178.756  0.0322227
44.3564  178.761  0.0351318
39.5923  176.292  0.032764
31.5948  175.002  0.0364025
30.9216  175.643  0.0363815
26.7574  174.206  0.0390082
25.2628  170.35  0.0379142
34.1951  179.276  0.0286245
51.4305  179.463  0.0282515
51.3733  179.466  0.0301526
25.2785  177.056  0.0317924
65.6253  179.991  0.0288621
34.0319  4.05985  0.0349748
40.8032  4.14265  0.0354798
55.0831  2.44127  0.033114
34.996  2.47061  0.0339884
31.4691  2.40088  0.0357859
49.2813  2.15332  0.0351906
49.2245  2.14186  0.0373554
34.7214  2.24482  0.0413759
36.1053  3.33739  0.0457806
48.0856  2.16848  0.0516348
37.3671  2.14529  0.0487525
34.1041  0.914686  0.0391307
16.8959  178.379  0.0986408
15.447  8.7972  0.108155
15.3898  8.77096  0.0874667
17.3145  9.11412  0.084522
20.1027  12.6251  0.0721273
12.6894  36.9998  0.0766185
8.29971  84.3218  0.0710125
6.18539  108.605  0.0697743
8.15281  60.3595  0.0668495
2.52383  59.8665  0.0667405
1.86676  36.9292  0.0673098
4.95041  122.777  0.0666654
4.95302  123.445  0.0596195
5.79596  153.702  0.0695357
4.76584  153.902  0.0695344
5.65205  171.854  0.0670864
4.85276  8.68114  0.0644797
7.54613  0.0401742  0.0627991
8.03094  5.62097  0.0620146
4.51202  0.0969037  0.0618529
10.0791  0.992141  0.0580949
9.22605  174.772  0.0611494
9.22605  174.772  0.0625701
9.41691  174.747  0.0592395
21.4419  179.267  0.0571166
11.6787  173.843  0.0623651
12.8869  174.302  0.0652903
8.03585  173.538  0.0635037
8.56472  175.35  0.0634894
13.1416  3.10044  0.065763
14.3843  178.04  0.0693242
12.3872  175.902  0.0651318
12.4442  175.955  0.0658071
12.8219  177.837  0.0621785
15.386  179.354  0.0662089
15.8703  178.41  0.0620046
14.3872  178.987  0.0618124
13.5483  176.066  0.0669646
10.2624  179.741  0.061915
12.4173  176.793  0.0589204
16.3287  179.161  0.0549205
16.1142  179.217  0.0600975
16.1723  179.227  0.0666522
22.0852  1.30356  0.0671423
15.578  1.3857  0.0690704
24.1204  0.874353  0.0661075
16.3674  179.399  0.0593643
26.1732  0.67807  0.0598129
13.1299  3.57141  0.0604287
17.3302  1.58964  0.0619173
21.6648  179.825  0.0587382
25.7038  179.209  0.0554334
25.762  179.218  0.0575818
14.5591  176.64  0.0572939
11.6253  173.831  0.0565397
9.36467  176.313  0.0607772
13.7256  178.569  0.0599846
20.3399  179.655  0.0572493
19.3582  179.804  0.0575434
18.2688  178.537  0.0600604
12.2227  178.044  0.0592441
24.9905  179.526  0.0613747
25.0489  179.533  0.0581295
22.3982  179.522  0.0530687
24.4581  0.0387419  0.054999
30.7409  179.926  0.0611609
24.9352  178.561  0.059935
18.5815  178.338  0.0598923
20.4562  176.505  0.0576288
19.6326  177.463  0.0566333
19.3524  177.39  0.0575149
15.3394  176.91  0.0580513
15.3965  176.96  0.0577943
38.4215  178.655  0.0556172
30.5574  178.345  0.0533848
24.699  178.454  0.0549612
8.95111  174.846  0.0555966
8.65571  173.707  0.0505537
12.5059  176.355  0.0593557
14.2113  176.358  0.0532943
72.4619  2.09951  0.00295795
17.7495  154.84  0.0220624
77.4414  178.442  0.031349
79.7301  178.689  0.0349585
15.9209  161.581  0.0377682
17.9706  0.395365  0.0303294
76.1461  178.996  0.0247798
76.2021  179  0.0234338
73.8679  179.102  0.0242721
73.209  179.412  0.0248296
20.188  176.849  0.0302448
21.7369  0.328846  0.0325607
22.8601  1.69239  0.031145
30.5477  5.01905  0.0287393
28.9092  2.8055  0.0267474
32.4532  2.56213  0.0275325
41.8824  2.54081  0.0325532
34.8085  0.949316  0.0305783
35.5746  3.19576  0.0321687
38.6726  3.79075  0.031831
36.6611  2.00158  0.0273352
41.9353  3.23899  0.0299578
37.189  4.57488  0.0298545
45.9836  4.90115  0.0317052
34.7505  4.7233  0.0326919
33.8572  5.43857  0.0296114
32.3059  6.26273  0.0299984
32.1805  6.36648  0.0307574
29.7073  9.36135  0.0305818
