#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2017-05-29 12:52:19"
#data_read_from_db	"2018-08-23 11:02:46"
#database_id	48
#datapoints_in_db	249345
#database_reference_id	0
#integrated_value	0.018	6.3
#sample_label	"iri_flake_paper"
#sample_name	"Iridescent_flake_paper"
#lamp	"Halogen_12V"
#beamshape	"det,f=300,a=1"
#filterlamp	"IRcutoff"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: do_meas_batch.c,v 1.34 2014/02/05 12:16:00 apian Exp apian $daq serial[0]="007" (channel minimum)|autochanger5 place=1|optfile=epfl-ultrafine|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.11 2017/05/26 15:43:23 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=4 poweron=516 [h] last_change=63 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	30	0
#intheta	30
#inphi	0
#front_integral	0.0175
#incident_and_front_integral	30	0	0.0175
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	249290
#format: theta	phi	[uA]
15.6599  175.073  0.053698
16.3705  175.438  0.0499354
13.9593  173.282  0.0522057
14.0138  173.371  0.0665019
13.5907  172.688  0.0680997
10.2298  169.18  0.067798
11.5366  171.109  0.06979
14.2227  173.407  0.0682575
15.2123  174.409  0.0697269
12.3459  172.213  0.0650366
11.6284  170.864  0.0636768
13.2956  172.928  0.0648738
15.8136  174.515  0.0668305
15.3383  174.298  0.0627672
15.3931  174.378  0.0606758
17.5217  174.232  0.0627974
12.4709  172.049  0.059069
16.0047  175.315  0.0538596
21.2835  177.121  0.0539206
18.6794  176.659  0.0556484
13.6408  174.477  0.0570332
15.7448  175.84  0.056068
18.8329  176.983  0.0585062
18.3042  176.723  0.0583716
18.361  176.772  0.0603456
18.2476  176.248  0.0624054
22.1084  176.999  0.0609948
18.0383  177.117  0.0656418
19.9036  177.502  0.0620207
18.7457  177.506  0.0622166
12.5645  175.233  0.063679
14.4226  176.624  0.0628364
18.5708  177.954  0.0583753
20.4667  178.169  0.057753
18.8881  177.852  0.0597024
18.9458  177.887  0.0492453
15.6023  177.292  0.0494531
13.6738  176.729  0.0448246
15.8415  177.67  0.0450468
20.2494  178.467  0.0559591
18.611  178.48  0.0541966
25.5891  179.001  0.0573729
23.828  179.441  0.0599117
21.991  179.641  0.0569709
25.4353  179.889  0.0542334
31.2854  0.0873745  0.05481
31.3444  0.0858479  0.0536115
34.812  0.160348  0.0499206
45.2188  0.00831061  0.0554638
86.8122  2.69549  0.036695
23.8189  0.672001  0.0364933
57.3329  1.256  0.0368722
44.56  1.46621  0.031029
30.7519  3.84571  0.0348737
32.3147  3.80932  0.0353585
33.3702  5.63791  0.0851111
28.5231  7.15004  0.116837
34.6328  5.39714  0.0815939
34.5775  5.36561  0.0739153
24.0098  8.87368  0.0698252
40.3098  5.5395  0.0592544
21.284  9.45111  0.060882
38.5412  4.26867  0.060788
27.819  4.17324  0.0566694
13.0844  9.65462  0.0661974
6.66777  115.488  0.0666979
5.74859  125.926  0.0600138
3.04639  141.197  0.0605054
2.9933  140.747  0.0552218
4.91438  176.345  0.0618385
0.902223  36.5822  0.0651208
13.6334  176.488  0.0645112
23.5399  178.27  0.0627204
13.558  176.544  0.0717934
58.2986  178.716  0.0721287
53.7668  178.638  0.0732566
15.3394  176.484  0.0642146
11.9274  174.488  0.0554241
12.9909  175.046  0.0565856
13.0475  175.109  0.0516723
10.3128  174.013  0.0512411
13.6288  175.834  0.0612089
16.1491  176.787  0.0618802
15.3722  176.136  0.0621206
13.1915  175.044  0.0614042
13.7758  174.505  0.0612123
19.6673  176.291  0.0613774
15.5812  175.607  0.0563851
16.5777  175.783  0.0561732
16.6342  175.836  0.0560151
15.8266  172.911  0.0539155
9.51707  165.564  0.0525039
11.9101  170.606  0.050474
13.1745  171.772  0.0515033
14.852  173.499  0.0657401
18.6336  174.005  0.0642728
12.1969  170.597  0.0658767
14.2274  173.125  0.0610411
16.3296  174.844  0.0701553
16.2222  174.729  0.065136
16.2772  174.802  0.0669256
14.487  173.309  0.0586646
11.4797  170.25  0.0557868
14.4855  173.568  0.055486
20.101  176.543  0.0550403
20.379  176.673  0.0584451
15.5686  174.94  0.0623305
15.1993  174.772  0.0609951
16.7631  175.693  0.0612118
29.5002  177.446  0.0626525
29.5564  177.481  0.0644219
16.7588  175.665  0.0642149
16.3206  175.793  0.0634405
19.0459  176.786  0.0612366
19.0383  177.264  0.0630003
19.0453  177.364  0.0637291
18.059  176.218  0.0634415
14.7913  175.994  0.0653167
16.8314  176.722  0.0602716
18.7118  177.363  0.0620958
16.9785  177.139  0.0610367
16.9785  177.139  0.0575573
15.4611  176.375  0.0513935
14.0766  176.864  0.0526981
16.5919  178.079  0.0508838
21.2803  178.6  0.0560253
20.5429  178.677  0.0547741
22.128  178.924  0.0550915
26.5159  179.403  0.057971
22.7629  179.695  0.0531299
25.0716  0.0454377  0.0530238
30.4086  0.0683118  0.05481
30.4676  0.0671142  0.0531253
32.0599  0.159084  0.0478479
81.6314  2.88069  0.0406277
23.2312  178.373  0.0419065
54.1049  3.34078  0.0436825
43.131  4.11654  0.0469486
32.8627  6.15829  0.112396
22.0392  9.43408  0.0948925
20.8747  8.7186  0.0752779
37.2699  6.49113  0.0675959
47.9474  5.08683  0.0697712
16.7318  10.7557  0.0716027
32.5384  5.04553  0.0653616
33.6245  3.76317  0.0637963
15.3511  9.3075  0.0668038
8.243  24.1895  0.0666979
5.88553  157.951  0.0667695
44.4958  4.40128  0.0649928
44.4416  4.37108  0.0688541
1.82295  144.804  0.0703865
8.86929  175.104  0.0683404
12.5496  175.22  0.0667683
42.1235  178.066  0.0677819
62.62  178.081  0.0676364
26.3863  176.893  0.0690237
11.6958  173.835  0.0582673
13.5357  174.2  0.0575843
11.1132  172.412  0.0564857
11.1681  172.514  0.0570926
9.42331  170.367  0.0523592
12.608  173.983  0.0611042
15.2526  175.039  0.0629052
14.8236  174.641  0.0615036
14.7055  173.844  0.0654777
12.306  172.571  0.0695715
13.1118  172.903  0.0707051
16.6896  174.927  0.0652413
20.3738  176.032  0.0643067
20.4299  176.08  0.0584411
11.7461  171.565  0.0544321
23.189  174.371  0.0542446
11.792  170.89  0.0518082
14.6062  174.211  0.0515033
18.3871  174.814  0.0652397
13.1975  171.409  0.0623857
13.0283  171.756  0.0600124
14.3829  173.134  0.0588716
17.1975  175.485  0.0642646
17.7429  175.695  0.0634128
17.7987  175.754  0.0622765
13.8978  173.805  0.0582602
12.1841  171.821  0.05899
14.8436  174.238  0.058196
19.1448  176.549  0.0567471
16.9728  176.317  0.0671218
14.486  174.645  0.0727689
13.8555  173.963  0.06756
15.0971  174.975  0.0682538
16.4475  176.051  0.0634679
18.8142  176.918  0.0642833
18.8711  176.964  0.0587972
19.3003  176.53  0.0623644
15.2428  175.82  0.0631407
17.8608  177.159  0.0623146
19.485  177.623  0.0599637
19.3796  177.643  0.0615377
16.477  176.741  0.0638448
13.6837  176.281  0.0666135
15.8519  176.744  0.0606709
18.125  177.591  0.0630264
17.5347  177.631  0.0630896
17.5923  177.671  0.068475
13.8034  176.473  0.0641331
14.6947  176.197  0.0627343
24.8052  178.155  0.0602959
23.3637  178.564  0.0566991
27.2163  178.947  0.0534053
19.5579  178.746  0.0574858
24.6554  179.213  0.0542133
40.6869  0.00704899  0.0527257
32.1726  179.966  0.0545082
29.8409  0.0505377  0.0511808
29.8999  0.0496368  0.0544865
35.0658  0.160982  0.0490323
21.3844  17.1353  0.0068441
80.7777  177.326  0.0379051
49.0914  1.23115  0.0339057
50.3067  3.54647  0.034243
58.3122  3.27898  0.0430835
42.8988  4.45877  0.0480709
37.4215  5.91381  0.0899711
35.5672  5.88518  0.112589
39.8144  5.17218  0.0933615
27.1043  7.25242  0.0744993
27.0491  7.21308  0.0708914
32.0646  7.05324  0.0707656
74.9458  3.94767  0.0721024
22.5062  8.87905  0.0665139
65.4628  3.82573  0.0645301
34.0129  5.29072  0.0599185
12.5172  24.3387  0.0617489
5.75217  116.133  0.064091
6.09001  122.082  0.0644382
8.04274  66.0731  0.06255
7.98893  65.9145  0.0621384
72.9282  0.22966  0.066019
1.81564  163.473  0.0640752
11.685  177.241  0.066231
11.8606  175.071  0.065915
16.5285  175.632  0.0660432
8.7047  170.564  0.0630387
15.06  174.446  0.0659184
12.8562  173.977  0.0652285
19.2846  175.933  0.0626778
19.3409  175.979  0.0601038
7.96085  169.387  0.0630148
8.51857  169.36  0.0584864
13.2053  173.59  0.0568575
14.742  175.297  0.0608866
16.9673  176.308  0.0632919
15.4331  175.703  0.0643848
13.8239  173.732  0.0703487
13.4503  173.759  0.0683008
16.0536  174.694  0.0700228
14.7153  174.335  0.0685945
14.7706  174.41  0.0645061
16.1649  173.618  0.0595975
15.2443  172.343  0.0590571
13.2162  171.69  0.0543738
15.1348  173.618  0.0574542
18.1844  175.039  0.0628017
14.1224  172.133  0.0591082
12.075  169.605  0.0570754
14.6074  172.357  0.056012
16.7561  174.28  0.0609104
16.2686  174.227  0.0606758
16.3228  174.306  0.0627974
14.9842  173.438  0.0606865
13.6996  172.145  0.064053
14.9429  173.783  0.0573816
17.8794  175.574  0.0579456
17.5261  174.898  0.0622738
11.5839  170.344  0.0671508
13.6551  172.885  0.0635255
15.769  174.702  0.0683514
18.2148  175.823  0.063264
18.2964  176.243  0.0594284
18.3525  176.299  0.0557974
15.9807  175.012  0.0581578
14.1372  174.601  0.0611364
16.684  176.177  0.0601596
20.7602  177.372  0.0589478
21.2383  177.651  0.0583323
16.659  176.277  0.0649083
17.0113  176.86  0.0609703
19.3678  177.336  0.0650944
21.5189  178.012  0.062679
20.1465  177.906  0.0640133
20.2041  177.941  0.0666283
15.4852  176.652  0.0679525
15.3595  177.178  0.0677414
16.8358  177.851  0.0685059
26.4897  178.87  0.0603566
24.5221  179.058  0.0580672
15.9183  178.618  0.0560303
15.4794  179.226  0.0552966
18.5984  179.643  0.0491777
21.24  0.123604  0.052295
37.9647  0.0512113  0.053417
38.0237  0.0503087  0.052388
28.0312  0.414525  0.0477442
26.4246  11.9279  0.0286764
12.7994  115.474  0.0391151
23.3531  178.515  0.0401474
48.9222  1.07645  0.0328145
52.7714  2.9727  0.035831
62.9189  2.82231  0.0431833
49.7437  3.60047  0.0455203
41.5315  5.32842  0.0956087
58.0445  3.71396  0.114424
47.1292  4.00069  0.0936486
26.5693  7.30109  0.0759591
26.514  7.26183  0.0672082
64.844  3.9686  0.0656943
64.514  4.30191  0.0701037
27.3419  7.76669  0.0648233
28.8926  6.41635  0.0594992
29.0804  5.57984  0.0638275
19.7113  16.2574  0.0669941
32.9817  4.55594  0.0609486
26.7231  8.49019  0.0620785
8.69497  7.30206  0.0622384
8.75093  7.19805  0.0624383
0.61612  137.362  0.0618786
8.05323  176.337  0.0589449
4.9409  172.235  0.0612508
7.86342  173.597  0.0650529
5.26138  170.301  0.0633907
5.20541  166.034  0.0599023
8.83378  172.223  0.0642804
13.0236  175.24  0.0614047
12.0778  174.268  0.0635767
12.1339  174.343  0.0581967
12.834  174.51  0.0616004
10.4359  170.43  0.0613136
10.9194  172.365  0.05778
13.9465  174.677  0.0565675
14.5154  175.356  0.0608081
15.7785  175.182  0.0603976
13.1245  173.588  0.0659926
17.4858  175.257  0.0667458
30.068  177.174  0.0691754
15.0821  174.587  0.0634694
15.1375  174.658  0.0638996
14.2159  172.759  0.0598041
14.4816  172.911  0.0590571
14.931  173.306  0.0580683
17.5767  175.136  0.0572558
18.1386  175.317  0.0613794
13.5393  172.392  0.0603
12.5952  171.107  0.056569
14.3899  173.139  0.0556175
16.7615  174.372  0.0607071
16.7884  174.64  0.0565196
16.8431  174.714  0.0564426
23.3715  175.857  0.0602821
16.0046  174.491  0.0636397
14.5735  173.891  0.0549385
15.9061  175.015  0.0567471
22.3594  176.387  0.0630731
13.0474  172.835  0.0687006
13.1266  173.07  0.0591436
17.5906  176.128  0.0631158
20.3189  176.908  0.0631621
20.3756  176.952  0.0600399
18.0197  176.028  0.0547631
14.7428  174.014  0.05581
18.3143  175.735  0.058631
16.0056  175.521  0.0582005
18.7502  176.854  0.0547641
18.2933  176.895  0.0558102
18.7859  176.924  0.0649083
17.9693  176.791  0.059573
20.0149  177.605  0.0617856
19.9475  177.608  0.0618578
20.0047  177.647  0.0580926
21.1396  177.787  0.0617444
15.3099  176.415  0.0652021
17.4229  177.387  0.0614982
29.0821  178.771  0.054794
21.4669  178.494  0.0565155
12.236  177.593  0.0571947
13.3152  178.481  0.0540163
18.6315  179.184  0.0475022
21.3676  179.798  0.0544076
25.9422  0.0438537  0.0545837
26.0011  0.0430465  0.0537698
29.0829  0.204458  0.0522115
86.8292  3.21989  0.0273041
24.4179  177.666  0.045693
49.3146  1.211  0.0341041
39.1303  4.38883  0.0372205
30.6313  5.71841  0.0412863
31.5144  5.17875  0.0437859
25.0874  9.32695  0.0911375
29.3789  7.05314  0.115679
57.6443  3.19  0.0965191
43.6129  3.73618  0.0731367
43.5572  3.71278  0.0663359
59.7666  4.58488  0.0630406
24.9457  9.14559  0.0621919
14.3609  15.8111  0.0601281
36.4117  4.95233  0.0674101
62.4533  4.99158  0.0680804
81.3851  176.248  0.0628562
15.0263  2.59699  0.064045
66.7997  178.843  0.0657309
66.8572  178.853  0.0633984
51.4844  178.904  0.0608562
6.6723  170.602  0.0612972
5.93766  169.467  0.0664839
7.02672  170.872  0.0655602
7.42484  170.792  0.0627352
5.15313  160.653  0.064354
9.28127  170.13  0.0613905
13.5088  175.175  0.061993
12.2976  174.009  0.0637764
12.3535  174.087  0.0553862
11.501  172.627  0.0556399
10.8326  171.582  0.0613136
17.5932  174.825  0.0622902
15.22  175.28  0.058727
16.6723  175.753  0.061901
15.0298  174.478  0.0615927
12.7678  173.082  0.0649218
14.0795  173.738  0.0665586
16.2098  175.361  0.0705308
14.4342  173.576  0.0588796
14.5432  173.745  0.0605273
14.9207  173.779  0.0585452
11.5073  171.472  0.0559132
15.3206  174.105  0.0560656
15.652  174.648  0.0628784
18.3625  175.298  0.0575191
12.4845  171.921  0.0546447
12.7652  172.412  0.0557587
14.8138  173.724  0.0561106
15.6046  174.491  0.057861
15.9356  174.547  0.0563384
15.9903  174.623  0.0586646
47.0582  177.789  0.0592999
14.3478  173.769  0.0566042
16.0005  175.261  0.058705
16.4492  175.11  0.0545497
31.4571  177.45  0.0586772
15.2024  174.38  0.0628138
14.7842  174.659  0.0553592
19.1265  176.473  0.0550992
18.6939  176.343  0.0622448
18.75  176.397  0.0637085
16.8048  175.941  0.0561078
18.0442  175.777  0.0577665
13.752  174.837  0.0531192
15.3344  175.183  0.0491888
19.6807  177.186  0.048389
19.2673  177.162  0.048345
17.1896  176.824  0.0528604
16.9043  176.682  0.0476957
18.3567  177.282  0.0498946
20.3308  177.746  0.051183
20.3882  177.783  0.054652
15.8607  176.984  0.0604489
13.2879  176.275  0.0587939
17.0217  177.43  0.0563548
24.8246  178.659  0.0540996
26.0916  178.719  0.0538955
13.144  177.484  0.0477131
14.7936  178.418  0.0487834
18.7369  179.48  0.0502016
21.1784  179.909  0.0500141
21.2373  179.911  0.050118
23.6926  0.181754  0.049134
24.1288  0.379601  0.0610396
66.342  4.05763  0.00454364
77.986  3.58176  0.02701
88.4605  1.80475  0.0447004
84.1399  1.76631  0.044477
38.6942  1.74334  0.0289163
57.089  1.59661  0.0298031
53.7356  1.2665  0.036134
53.1951  1.3392  0.0396264
61.1946  1.05695  0.0337073
25.2434  8.36221  0.0391062
32.6007  5.71092  0.040188
27.8914  5.87605  0.0455203
21.1449  10.2338  0.084528
21.6711  9.70614  0.113265
31.1818  5.87636  0.0929788
31.1264  5.84319  0.069925
46.2076  3.66912  0.0626924
38.9817  5.71549  0.0632448
21.0337  10.9997  0.0706451
22.4843  13.1101  0.0660841
11.7072  22.925  0.0712505
6.41466  93.4242  0.0693641
8.10634  11.2265  0.0713309
68.5298  178.745  0.0688858
73.1373  179.965  0.0708061
73.1954  179.966  0.0662166
12.3843  178.3  0.0630693
17.7457  177.658  0.0623685
10.0226  175.723  0.0661046
7.66767  172.5  0.0640816
7.25493  170.217  0.0655658
8.17536  169.974  0.0627322
8.61566  168.701  0.0644184
15.7852  175.368  0.0639762
13.4724  174.516  0.0596019
13.5284  174.585  0.0586707
10.3942  171.907  0.0613042
9.02722  169.687  0.0610601
14.2865  174.636  0.0611951
16.8173  176.149  0.0587217
18.1881  176.696  0.0601985
15.5728  174.742  0.062307
11.0926  171.486  0.0602944
13.4406  173.746  0.0589842
16.9107  176.104  0.0610335
15.1263  174.479  0.0573829
15.1816  174.551  0.0581378
13.5922  172.956  0.0584428
13.411  172.25  0.0574525
15.1734  173.187  0.0608263
16.8167  174.194  0.0694316
16.6423  174.333  0.0653653
13.7524  171.611  0.062747
13.0461  172.483  0.0602522
15.3869  173.809  0.0633498
15.8359  174.212  0.0588897
15.8901  174.293  0.0552967
16.8252  174.593  0.059069
24.4216  175.855  0.0602299
14.4313  173.377  0.0600604
19.8125  175.91  0.0584451
18.1647  175.644  0.054581
28.7929  177.139  0.0545416
29.4075  176.782  0.0549609
17.8441  174.926  0.0533531
17.3621  175.615  0.0625505
18.6383  176.164  0.0628933
18.6941  176.221  0.0611763
17.6162  175.936  0.0609694
15.2824  175.14  0.0565926
16.1029  175.908  0.0555243
15.5681  175.389  0.0538906
21.3981  177.042  0.0535688
18.6815  176.506  0.0508671
16.3277  176.066  0.0511247
16.4595  176.31  0.0494923
18.0349  176.978  0.0476198
19.2513  177.186  0.0498486
19.308  177.232  0.0571096
19.4711  177.563  0.0613463
16.7989  176.721  0.0613432
14.2286  176.049  0.0599955
16.5072  178  0.0582341
18.6404  178.604  0.0592575
24.0707  178.939  0.0585532
14.0957  177.696  0.0532284
15.7541  178.661  0.0477979
19.9116  179.493  0.0481857
21.1465  179.777  0.0517642
21.2054  179.781  0.0525854
22.4665  0.07319  0.0521122
22.5978  0.279321  0.0622344
73.603  3.68323  0.00768064
85.3529  3.34676  0.027206
12.7451  113.311  0.0431482
86.3392  1.73589  0.042957
19.9324  8.50232  0.0314017
17.6415  18.2237  0.0332985
46.1515  2.85044  0.0342597
46.0949  2.83402  0.0380287
24.9481  8.64354  0.0375182
23.0942  10.3742  0.0410866
28.1007  6.4123  0.0464385
26.6839  6.52153  0.0393689
21.6386  10.3876  0.109017
20.1932  10.7813  0.0924047
26.0072  6.70536  0.0762057
26.0072  6.70536  0.0626924
35.8636  4.60785  0.0619147
57.441  3.96191  0.0634518
35.7294  5.60003  0.0679052
25.5588  5.69541  0.0673008
19.9571  8.68894  0.0652636
10.9246  14.981  0.0706441
4.8378  74.5564  0.0733141
1.75134  162.884  0.0700604
49.547  178.366  0.072445
75.3595  179.285  0.0733437
75.4173  179.291  0.0748135
20.6937  175.963  0.0672485
26.909  177.752  0.0671972
8.39354  173.555  0.0639878
7.75876  171.774  0.0650685
9.55107  171.826  0.063747
7.75041  168.007  0.0659184
13.1196  173.111  0.0646222
14.7301  173.92  0.0664511
13.0217  173.089  0.0662089
13.0765  173.177  0.0624087
10.9953  171.628  0.0597795
9.45428  170.398  0.0593176
16.1521  175.056  0.0580072
27.9934  177.11  0.0595165
35.2586  177.81  0.059103
15.5931  174.71  0.0612123
11.3018  170.805  0.0588879
15.2262  174.423  0.0571651
17.3799  176.074  0.0557864
15.9222  174.507  0.0592497
15.9773  174.578  0.0588743
14.4345  174.157  0.0569394
13.728  172.883  0.0579657
14.7556  173.936  0.0580493
16.4463  174.846  0.0665767
16.4567  175.079  0.0599027
13.2561  172.796  0.0617342
13.8954  172.935  0.0621258
12.9338  173.006  0.0660805
16.0066  174.736  0.0637614
16.0616  174.809  0.059047
19.9417  175.89  0.0631127
15.2013  173.632  0.0675042
13.5855  172.753  0.0664368
15.995  174.776  0.0594439
18.3207  176.282  0.0580777
15.6582  174.911  0.0539436
12.574  172.104  0.0523715
13.6285  173.301  0.0515432
14.1109  173.693  0.0638756
19.0893  176.538  0.059938
19.1455  176.59  0.0600384
20.3575  176.754  0.0614002
15.7183  175.98  0.0575709
14.9169  175.587  0.0562415
16.0485  176.278  0.0526723
19.2928  177.225  0.0558102
18.479  177.045  0.0555757
14.6876  176.072  0.0572508
14.4884  175.99  0.0561795
16.5794  177.284  0.0521694
20.2507  178.099  0.0538517
20.3084  178.13  0.0583875
18.1997  177.917  0.0608486
17.858  177.757  0.058064
15.8122  177.326  0.0583934
22.6228  178.146  0.0601135
18.8249  178.063  0.0617372
15.6632  178.08  0.0624347
19.5845  178.371  0.0548042
15.9932  178.328  0.0539084
18.8508  179.183  0.0545358
22.2464  179.639  0.056431
22.3052  179.645  0.0557437
24.2157  179.908  0.054197
39.883  7.52989  0.0284804
89.4587  176.774  0.0379051
8.59286  54.8153  0.043869
14.9313  151.314  0.0457943
25.0252  7.17453  0.0309311
26.132  9.27659  0.0316809
51.5643  1.46851  0.0382984
53.4546  1.5369  0.0373598
54.1934  2.44552  0.030265
46.5532  3.15185  0.0316255
46.497  3.13348  0.0365164
27.2962  7.3305  0.0351362
26.0691  8.41181  0.0412863
28.419  6.58691  0.044398
22.246  10.4051  0.113651
23.3319  9.92908  0.0964235
27.9579  7.51824  0.0775772
27.8486  7.43604  0.0642757
45.145  4.02093  0.0592544
38.7671  5.32706  0.0581066
27.6681  7.10934  0.05784
17.7173  11.4931  0.0579815
12.2579  18.3162  0.0666017
11.8641  15.6925  0.0684754
2.11331  153.379  0.0681057
3.24974  175.552  0.0677148
1.37587  19.8781  0.0696553
1.22317  147.947  0.0755885
1.27011  149.528  0.0763945
14.17  176.498  0.0765645
8.60711  174.848  0.0717633
12.173  176.669  0.0663891
9.00824  173.835  0.0648711
9.79553  173.621  0.0607117
7.9548  170.5  0.0629386
9.30341  170.926  0.0622783
11.1518  171.965  0.0685999
12.6783  172.439  0.0664049
12.7326  172.536  0.0645302
11.5374  171.639  0.0619141
12.8333  171.826  0.0587025
19.8203  176.045  0.0603724
23.4656  176.824  0.0600133
18.9931  176.273  0.059103
18.7391  175.7  0.0615109
12.8377  172.555  0.059273
14.263  174.355  0.0605375
15.7997  175.165  0.0570836
21.5452  176.204  0.0623833
21.6011  176.25  0.0628001
19.4655  175.831  0.0602234
13.0513  173.213  0.0592394
15.2044  174.339  0.0625766
15.6928  174.378  0.0621921
14.5927  173.729  0.0593035
21.3244  174.771  0.0590689
13.4598  171.271  0.0663787
14.9851  173.342  0.0645568
15.7866  174.132  0.0644574
15.8408  174.214  0.0638391
15.6199  173.607  0.061293
14.65  172.703  0.0704118
15.9349  173.826  0.0664368
17.7862  175.046  0.0631395
22.6642  176.228  0.0615745
17.9398  175.344  0.0597242
14.7221  173.621  0.0554588
13.053  172.473  0.0554647
13.7518  172.761  0.0588812
16.5495  175.359  0.061059
16.6045  175.43  0.0604522
17.1118  175.769  0.062707
14.0643  174.829  0.0575709
15.3355  174.658  0.0565353
14.8323  175.168  0.0536684
20.0986  177.154  0.0557094
21.0899  177.462  0.0560799
15.623  176.408  0.0557802
14.0685  175.933  0.0568224
15.7399  176.684  0.0609341
20.1355  178.099  0.0599603
